|unemp_rate, gini_coeff|
0.0839,0.412781848559992
0.08062666666666667,0.44146968009658677
0.08331333333333334,0.43591584700012104
0.08268,0.423699276529593
0.09014000000000001,0.4164322958820533
0.08276000000000001,0.43646920743642115
0.08420666666666667,0.44692557709421865
0.08525333333333333,0.43479487300691044
0.08304,0.44076438464523354
0.08180666666666667,0.4267777870496133
0.08280000000000001,0.439289144721515
0.08416,0.4544583612375442
0.08460000000000001,0.4189070499755282
0.08574666666666667,0.4660158981550533
0.08246666666666666,0.42949941428691174
0.08372666666666667,0.42750120544600634
0.08177333333333334,0.4250103499305131
0.08246666666666667,0.4048373656853339
0.08237333333333333,0.4555767656691798
0.08585999999999999,0.44642668536063174
0.08206666666666666,0.44794411139000506
0.08249333333333332,0.44295958984239586
0.08872,0.47010951248870414
0.08451333333333333,0.4399025338207113
0.08484000000000001,0.42694153976766314
0.08239333333333335,0.40563634341237975
0.08484666666666667,0.42987948891719036
0.08594666666666666,0.44496459872019317
0.09494666666666668,0.42660815932646196
0.08624,0.41690589439460224
0.08514000000000001,0.4778870109411862
0.08398,0.4460735057429722
0.08524000000000001,0.43498003071237235
0.07944,0.4713828283517451
0.08486666666666669,0.4552357654642018
0.08754666666666666,0.4229402980318987
0.07948666666666668,0.46119181177704566
0.08409333333333334,0.5093211507459477
0.08308,0.41268790686660456
0.08254666666666667,0.43277407734472473
0.08472666666666666,0.4280097394000483
0.08492666666666668,0.45833544874525006
0.08610666666666666,0.4315185234231769
0.08474666666666666,0.41923588255015903
0.08682666666666668,0.40757489196827673
0.08325333333333333,0.4739559026639833
0.08841333333333333,0.45237238552902115
0.08256000000000001,0.4264287325457039
0.09184666666666666,0.43692384099332365
0.08735333333333334,0.41801607873912666
0.08312,0.4296531433272893
0.08387333333333333,0.4256537671111932
0.08374666666666666,0.42800020865939414
0.08516666666666667,0.4134672095389788
0.08281333333333334,0.42709351223277925
0.08442666666666668,0.42007690849339646
0.08387333333333333,0.42308981111059085
0.08160666666666666,0.4498855245210429
0.08716,0.49145121913488204
0.08550666666666668,0.4104333027023627
0.08359333333333334,0.4185076786615915
0.08395999999999999,0.42345522681246395
0.08446000000000001,0.43610588678758405
0.08394,0.45629275060893565
0.08377333333333334,0.42465028783890596
0.08458,0.3978487481137098
0.08298666666666667,0.4107642379697977
0.08283333333333334,0.4437677327521082
0.08182666666666667,0.43001739743617673
0.08247333333333333,0.4211110619661492
0.08316666666666667,0.40493679740585037
0.08334000000000001,0.4139447821376692
0.08348666666666667,0.4437151520848958
0.08520000000000001,0.4130959062124664
0.08151333333333334,0.42155773920997064
0.08509333333333333,0.42697563878767747
0.08525333333333333,0.4203516337467261
0.08527333333333334,0.43265339944234693
0.08669333333333333,0.4125569156995427
0.08542666666666666,0.4408987444511868
0.08414666666666666,0.45126676902939494
0.08104666666666667,0.43797082988461106
0.08409333333333333,0.4385321520745443
