|unemp_rate, gini_coeff|
0.08172,0.4335674985854186
0.08335333333333333,0.43001350596716054
0.08374,0.40477331766680674
0.08553999999999999,0.4204989232603484
0.08443333333333333,0.438857367770015
0.08504666666666666,0.4261557232393443
0.0842,0.4305463432034921
0.08394,0.39488392776789216
0.09022000000000001,0.4283731319150009
0.08352666666666667,0.42073238771747296
0.08582666666666666,0.4236224404575861
0.08524000000000001,0.4225244912971735
0.08483333333333333,0.4255904564589781
0.08240666666666667,0.41255414366672843
0.08467333333333334,0.40812043362859296
0.08431999999999999,0.44354733035975463
0.08481333333333334,0.4254042752282649
0.08439333333333332,0.4404870396939292
0.08768000000000001,0.48659709392478345
0.08330000000000001,0.42861756561636405
0.08416,0.42318903299508
0.07984666666666666,0.43427765009751074
0.08291333333333334,0.42232220144375543
0.08370666666666668,0.41687488191150107
0.08354666666666667,0.4301231534502474
0.08928,0.44097981514330137
0.08615333333333335,0.4229224092576013
0.08729999999999999,0.4059317651633692
0.08450666666666667,0.42535292055592017
0.08145333333333334,0.43643227242017646
0.08597999999999999,0.4147113065268818
0.08636,0.4424798840988415
0.08556,0.420318580502972
0.08789333333333334,0.4236361067051709
0.08694666666666667,0.4165446037686822
0.08433333333333333,0.45268312232572566
0.08279333333333333,0.41824513120284185
0.08476666666666667,0.43787381341054743
0.08398666666666667,0.4241942671918519
0.08290666666666667,0.4429974187681582
0.08781333333333334,0.5126988283241843
0.08553333333333335,0.4152666142845399
0.08132,0.4249281688714737
0.08548,0.42890364681095045
0.08842000000000001,0.4188220324056116
0.08398000000000001,0.433494088839091
0.08754,0.42209427281470446
0.08762,0.426562491602049
0.08270666666666666,0.4101507476190601
0.08418,0.4246204126038323
0.08544,0.41822382751234644
0.08140666666666667,0.4308085748774245
0.09211333333333334,0.4172007930618927
0.08574666666666667,0.4207955102489594
0.08635333333333332,0.45048119080569754
0.08123333333333334,0.44791096584236556
0.08091333333333334,0.43341217013880357
0.08248,0.4514270341738275
0.08329333333333333,0.43938158911503505
0.08416,0.43127504669378663
0.08323333333333334,0.43947019107006696
0.08614666666666668,0.42701544932332763
0.08532666666666668,0.4491562676838805
0.08300666666666667,0.41670164483539973
0.08070666666666666,0.45950185585668085
0.08321333333333333,0.4197885054691456
0.08243333333333333,0.4151769851942843
0.0785,0.4293834446206008
0.08038666666666666,0.4660166072052846
0.08714666666666666,0.42923928791839455
0.08512,0.44262995130219207
0.08596000000000001,0.405063153692945
0.08571333333333334,0.4150975604819309
0.08377333333333332,0.41495681803616846
0.08523333333333333,0.40568528268845105
0.08307333333333332,0.42446281234588573
0.08749333333333333,0.4385593547983799
0.08702,0.4366979417417465
0.09152,0.4534319347203156
0.08759333333333333,0.41501070155567843
