|unemp_rate, gini_coeff|
0.08259333333333332,0.40889462113902814
0.08785333333333334,0.42707772209118133
0.08453999999999999,0.4033253010580204
0.08623333333333333,0.4533882413927146
0.08302666666666667,0.4454028097948955
0.08262666666666667,0.44028231002244117
0.08424666666666666,0.4655725626492272
0.08457333333333335,0.43619728859199636
0.08426,0.43599314459408856
0.08026666666666667,0.46363507239834223
0.08216666666666667,0.4274573203224762
0.07935333333333333,0.42225307622123265
0.08424666666666666,0.41306747085003737
0.09585333333333335,0.4830575088874834
0.08993333333333334,0.4457906512074884
0.08552000000000001,0.4429599477530987
0.08381333333333332,0.41805077213979686
0.08164000000000002,0.4152282574425155
0.08544666666666667,0.43229927038255245
0.08095333333333334,0.4640862798301822
0.08464666666666666,0.437039372674037
0.08404666666666666,0.4580296593088794
0.08267333333333333,0.4078962330753602
0.08782,0.40946837230744343
0.08184,0.4154618040580841
0.08663333333333334,0.4153899156963928
0.08771333333333334,0.43287497448441076
0.08067333333333333,0.4241245362751394
0.0843,0.43833007322107564
0.08335333333333333,0.446345807524782
0.08211333333333333,0.45571910361651646
0.08894666666666667,0.42721004328768686
0.08075333333333333,0.43811183465159653
0.08748000000000002,0.4250884517569757
0.09436666666666667,0.4386987611679967
0.08070666666666668,0.4419616827108922
0.08318666666666666,0.4069256406173056
0.08241333333333332,0.4357259228570688
0.08365333333333332,0.4220375706005918
0.0823,0.4248636960456476
0.08601333333333333,0.43399909249284735
0.08521333333333334,0.4155878003003552
0.08498666666666667,0.4040074618634715
0.08380666666666667,0.48877280802440093
0.09594666666666668,0.5411165842789684
0.07982,0.4281455499939139
0.08075333333333333,0.46581913829469274
0.08052,0.41262268986950823
0.08683333333333333,0.4118146129972626
0.08118666666666667,0.43147072013259463
0.08746,0.42612290829963534
0.08385333333333334,0.46656560172580264
0.08486666666666667,0.4458382056644217
0.08774666666666667,0.41652992665526567
0.08184666666666668,0.41884852223694036
0.08506,0.4177677094436541
0.08772,0.4249105379429457
0.08434,0.41296590012133255
0.08339333333333333,0.42536606514578673
0.08412666666666667,0.4281368688833013
0.08490666666666667,0.4534786169001016
0.08388000000000001,0.43219185851829733
0.08425333333333333,0.44169970540318804
0.08253333333333333,0.4327750085696248
0.08298,0.42654460986157505
0.08540666666666667,0.42187009769206696
0.08707999999999999,0.42521326944250454
0.08703333333333334,0.41779472579269805
0.08093999999999998,0.4353259410527387
0.08896666666666665,0.43234777937025587
0.08514000000000001,0.4181967426110813
0.08584666666666665,0.42917110523357355
0.08824,0.43714614544385183
0.08776666666666667,0.4188016619043369
0.0865,0.4424282357737917
0.08567333333333332,0.5085411170076409
0.08347333333333333,0.4488098630103312
0.07967333333333333,0.43625051572064033
0.08378666666666668,0.41480430785898553
0.08701333333333333,0.4000483244875245
0.08121333333333332,0.5310963008988148
0.08533333333333334,0.4057932755942101
0.08088666666666666,0.437829225575407
0.08373333333333335,0.4298318794662837
0.08208666666666667,0.4375693720232368
0.08315333333333334,0.44976694916025894
0.0826,0.4387998612141562
0.08913333333333334,0.4146075933515149
0.08664666666666666,0.41268791311016856
0.0862,0.4254191560585517
0.08314,0.43776581571126066
0.08152,0.4172507684145291
0.08575333333333333,0.43584303435562516
0.08874666666666667,0.4190600669573637
0.08135333333333333,0.43113816965348445
0.08629333333333333,0.40280801738021843
0.08118,0.45121827234447115
0.08479333333333335,0.43980328927032514
0.08671333333333334,0.4100513170537484
0.08388666666666666,0.43634553549904115
0.08533333333333334,0.4266450188134881
0.08589333333333334,0.4288514570640372
0.07934666666666668,0.45831454280957756
0.08978666666666667,0.5067117580040817
0.08707333333333334,0.41851340090954386
0.07996666666666666,0.4461672792018673
0.08375333333333335,0.4396906036206487
0.08453333333333334,0.4254034482222061
0.08622,0.4585821053064122
0.08246666666666666,0.42010742996118466
0.08443333333333335,0.4412595017423902
0.08777999999999998,0.422918251846761
0.08661333333333333,0.44793549026049295
0.08394,0.4383240312221387
0.07918666666666668,0.42221722777693044
0.08385333333333334,0.41526763078053236
0.08561333333333332,0.41217839410697404
0.08070666666666666,0.45383235910555925
0.08251333333333333,0.4380530706969522
0.08490666666666667,0.4079603245951418
0.08326,0.41858004206716315
0.08529333333333333,0.40798338560202185
0.08612666666666667,0.44936780404951815
0.08531333333333334,0.4081335188457656
0.08406666666666666,0.4145458464167883
0.08524666666666667,0.4144694830256757
0.08542,0.46327084837812627
0.08264,0.4319485073892326
0.08212666666666667,0.42472046854961343
0.08550666666666666,0.4019488209591085
0.08726,0.436954075785308
0.08158666666666667,0.4478218109693959
0.08301333333333334,0.4179551228787368
0.08424666666666666,0.4549730048863518
0.08696666666666668,0.4493309056358852
0.08608,0.41354984132211553
0.08938666666666667,0.43111276878083005
0.08287333333333334,0.4344347174636148
0.08537333333333334,0.41724198143204244
0.09075333333333332,0.4850898962794445
